COD_IBGE;MUNICIPIO;COD_REGIAO_COVID;REGIAO_COVID;BAIRRO;QUANTIDADE_CASOS
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LAGEANDO GRANDE;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LAJEADO GRANDE;3
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LAR BELA VISTA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LAURETE;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LAZZER;12
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LEGUA;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LEOPOLDO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LIDER;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINDOI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA 14 DE JULHO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA 30;3
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA 40;91
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA 80;3
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA ARARIPE;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA FEIJO;15
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA N40;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA PALMEIRO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA QUARENTA;5
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA QUARENTA CP;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA SAO JOSE;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA SEBAST POOL;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA SEBASTOPOLO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LINHA VICENTINA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOGRADOURO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOMBA DO PINHEIRO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LORDES;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LORETO;6
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT ADAMATI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT AEROPORTO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT CAMPOS DA SERRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT COLINA DO SOL;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT DALAGNOL;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT J PARADIZO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT JARDIM EMBAIXAD;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT MADALOSSO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT MOT CARMELO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT N SRA DAS GRACAS  CARAVAGIO II;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT PAIQUERE;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT PLANALTO RIO BRANCO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT RES MONTE B;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT RES TREVISO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT SAO BERNARDO;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT STO ANDRE;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT VENETO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT VITORIA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT. BALLARDIN - ANA RECH;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT. CARAVAGGIO II;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT. MARGARITTA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT. PORTINARI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT. TREVISO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT. VILA LOBOS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOT.MARIANI/ CIDADE NOVA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO BALALRDIN;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO BALARDIM;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO BALARDIN;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO BOA VENTURA;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO BOSQUE DAS ARAUCARIAS;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO BULA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO CANYON;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO CAPIVARI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO CASTELO;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO JARDIM ESMERALDA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO JORGE BAGIO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO MADALOSSO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO MARGARIDA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO MONTE CARMELO;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO PAIQUERE;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO PINTO AQUINO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO SANTO ANDRE;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO SAO GABRIEL;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO SAO LUIZ;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO SAO PEDRO;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO SOLARIS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO SONDA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO TREVISO;3
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO VENETO;9
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO VERGUEIROS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO VILA LOBOS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO VILLAGIO IGUATEMI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTEAMENTO VITORIA;13
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOTJD IRACEMA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOUDES;11
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOUDRES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOUDRS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOURDES;552
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOURDES (CENTRO);1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOURDES LOURDES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LOURES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LUIZ CAVOLAN;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LUIZ PIZZAMIGILO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;LURDES;71
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADI SOLDANTEUREIRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADIREIRA;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADRI;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADRUREIRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADUDEIRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADUEIRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADUIREIRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADURAIRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADUREIA;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADUREIRA;1263
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADUREURA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MADURIRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAE SOLANGE D'ARRIGO COMANDULLI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAESA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAESTRA;7
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAIRANI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAL FLORIANO;28
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MALFLORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAO AMIGA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAONTE CARMELO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAR. FLORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARADA DOS ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARCHAL FLORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARCHEL FLORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECGAL FLORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHA FLORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHAL;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHAL  FLORIANO;3
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHAL D;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHAL FLAORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHAL FLORIANO;912
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHAL FLORITNAO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHAL FLROIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHAL PENA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHAL RANDON;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECHALO FLORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARECLAL FLORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARIAN;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARIANE;17
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARIANI;242
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARIANI DOIS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARIANI II;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARIANINAH;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARIDA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARIILAND;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARILA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARILAM;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARILAN;10
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARILANA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARILAND;145
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARILANDI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARILANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARILNAD;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARINGA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARLAN;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARRECHAL FLORIANO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MARYLAND;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MATHIAS VELHO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MATIEL;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MATIODA;21
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MATO PERSO;5
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MATTIODA;5
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MATTJODA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAUA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MAUAZINHO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MEDIANEI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MEDIANEIRA;467
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MEDIANEIRO;4
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MEDIANEIRS;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MEDIANEITA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MEDIANERIA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MEDINANEIRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MEDUREIRA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MENINO DE DEUS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MI;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MICHELON;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MILLENIUM;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MIROCEMA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MOEADA DOS ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MOINHOS DE VENTO;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONE BERICO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONE CARMELO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONET BERICO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONT CARMELO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONT SERRAT;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE  CARMELO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE BELLO;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE BELO;7
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE BERICO;73
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE CARLO;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE CARMEL;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE CARMELLO;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE CARMELO;190
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE CASTELO;11
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE CLAROS;6
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE PASCOAL;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE PASQUAL;4
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE REAL;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE REALE;7
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE REALI;5
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTE VERDE;6
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTECASTELO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTER CARMELO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTES CARLOS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTES CLARO;3
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MONTES CLAROS;44
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORA DOS ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA  DOS ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA ALPIS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA DO ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA DO CAMPIN;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA DO CAMPO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA DO SOL;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA DOM CAMPING;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA DOS ALPES;110
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA DOS ANJOS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA DOS SEPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADA SOS ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADADOS ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORADAS DOS ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORRO   ALTO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORRO  ALTO;4
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORRO ALTO;9
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORRO DOS ALPES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORRO ESPELHO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MORRO PARIS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MOSSA SENHORA DA SAUDE;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MRILAND;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MT CLAROS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MULADA;5
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MULADA - CRIUVA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MUNICIPAL DE CAMPO BOM;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MUNICIPAL DE CANELA;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MUNICIPAL DE GRAMADO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;MUNICIPAL DE MARCOS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N;19
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N  S DAS GRACAS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N INFORMADO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S CARAVAGIO II;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S DA SAUDE;3
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S DAS GRACAS;13
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S DE FATIMA;3
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S DE LORDES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S DE LOURDES;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S DO ROSARIO;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S FATIMA;3
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S GRACAS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S LOURDES;17
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N S SAUDE;2
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SENHORA DA SAUDE;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SENHORA DAS GRACAS;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SENHORA DE LOURDES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SENHORA DO ROSARIO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA DA SAUDE;5
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA DAS GRACAS;7
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA DE FATIMA;11
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA DE LOURDES;7
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA DE ROSARIO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA DO CARAVAGIO;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA DO ROSARIO;4
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA FATIMA;4
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA LOURDES;8
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N SRA SAUDE;4
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N, SENHORA DE LOURDES;1
430510;CAXIAS DO SUL;17;CAXIAS DO SUL - R23 R24 R25 R26;N,S DA S GRACAS;1
